scan_date,代碼,股票名稱,entry_price,訊號類型,訊號分數,追蹤等級,RS加權報酬%,MA位置,MA排列,K值,D值,週K值,週D值,MACD柱,趨勢突破,量能倍數,status,source_file,days_tracked,return_3d%,return_5d%,return_10d%,max_gain_5d%,max_drawdown_5d%,max_gain_10d%,max_drawdown_10d%,is_success_5d,return_1d%,return_20d%,max_gain_20d%,max_drawdown_20d%,訊號方向,成交量(張)
2026-08-06,1709.TW,和益,27.65,周1K,63.0,C觀察,8.34,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,7607.2
2026-08-06,1711.TW,永光,35.5,廣義上升三法、單跳空,56.0,C觀察,1.62,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1970.6
2026-08-06,1714.TW,和桐,16.2,雙跳空、漲停、漲幅達標、單跳空、周1K,100.0,A強勢追蹤,5.07,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,19106.2
2026-08-06,1717.TW,長興,66.5,單跳空、廣義上升三法,72.0,B可追蹤,2.11,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,10614.9
2026-08-06,1785.TWO,光洋科,115.0,廣義上升三法,60.0,C觀察,2.56,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,6412.4
2026-08-06,1809.TW,中釉,39.35,三白兵、單跳空、島狀反轉、周1K,83.0,A強勢追蹤,1.57,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,5375.5
2026-08-06,1815.TWO,富喬,83.9,三白兵、雙跳空、單跳空,93.0,A強勢追蹤,5.66,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,35267.0
2026-08-06,1904.TW,正隆,22.3,3K反轉、周1K,75.0,A強勢追蹤,0.08,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3694.4
2026-08-06,1907.TW,永豐餘,29.75,廣義上升三法,58.0,C觀察,1.92,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1504.1
2026-08-06,2006.TW,東和鋼鐵,86.2,廣義上升三法、漲停、漲幅達標、周1K,100.0,A強勢追蹤,8.31,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,11076.0
2026-08-06,2009.TW,第一銅,39.15,雙跳空、單跳空,71.0,B可追蹤,3.67,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,6151.4
2026-08-06,2027.TW,大成鋼,44.35,廣義上升三法、KD高腳,87.0,A強勢追蹤,2.17,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,14191.5
2026-08-06,2030.TW,彰源,17.95,單跳空、周1K,65.0,B可追蹤,1.45,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1307.6
2026-08-06,2031.TW,新光鋼,40.95,3K反轉、KD高腳,55.0,C觀察,2.68,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2499.6
2026-08-06,2032.TW,新鋼,16.85,布林縮窄突破、單跳空、島狀反轉、漲幅達標、周1K,100.0,A強勢追蹤,2.3,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1766.9
2026-08-06,2034.TW,允強,18.95,單跳空、廣義上升三法、島狀反轉,56.0,C觀察,-1.1,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1499.6
2026-08-06,2049.TW,上銀,365.0,3K反轉、三白兵、漲停、漲幅達標、周1K,100.0,A強勢追蹤,6.99,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,7751.1
2026-08-06,2069.TW,運錩,19.4,3K反轉、布林縮窄突破、廣義上升三法,99.0,A強勢追蹤,3.09,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1120.5
2026-08-06,2233.TW,宇隆,224.0,三白兵、單跳空、漲停、漲幅達標,64.0,C觀察,2.51,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1795.0
2026-08-06,2301.TW,光寶科,249.0,三白兵、雙跳空、單跳空、周1K,100.0,A強勢追蹤,11.28,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,90355.7
2026-08-06,2302.TW,麗正,43.05,廣義上升三法、周1K,69.0,B可追蹤,4.82,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2538.5
2026-08-06,2312.TW,金寶,32.2,廣義上升三法、周1K,76.0,A強勢追蹤,2.62,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,9714.7
2026-08-06,2313.TW,華通,218.0,三白兵、雙跳空、單跳空、漲停、漲幅達標,86.0,A強勢追蹤,6.96,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,29232.4
2026-08-06,2316.TW,楠梓電,163.5,單跳空、周1K,61.0,C觀察,1.87,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1476.3
2026-08-06,2317.TW,鴻海,258.5,單跳空、周1K,86.0,A強勢追蹤,3.69,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,72633.8
2026-08-06,2328.TW,廣宇,45.1,廣義上升三法、單跳空,72.0,B可追蹤,2.23,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3046.3
2026-08-06,2330.TW,台積電,2405.0,3K反轉、單跳空,66.0,B可追蹤,1.73,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,36782.3
2026-08-06,2337.TW,旺宏,129.0,三白兵、漲停、漲幅達標,85.0,A強勢追蹤,8.39,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,120087.2
2026-08-06,2338.TW,光罩,39.65,廣義上升三法、單跳空,56.0,C觀察,0.8,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1600.6
2026-08-06,2340.TW,台亞,33.35,三白兵、單跳空、島狀反轉,70.0,B可追蹤,4.52,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,6546.4
2026-08-06,2344.TW,華邦電,169.0,三白兵、雙跳空、單跳空、漲幅達標、周1K,86.0,A強勢追蹤,6.9,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,232656.9
2026-08-06,2345.TW,智邦,2385.0,雙跳空、單跳空,71.0,B可追蹤,5.26,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2914.5
2026-08-06,2347.TW,聯強,97.1,周1K,70.0,B可追蹤,4.18,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,7257.2
2026-08-06,2354.TW,鴻準,61.0,3K反轉、布林縮窄突破、廣義上升三法、漲停、漲幅達標、單跳空,100.0,A強勢追蹤,4.28,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,30087.6
2026-08-06,2355.TW,敬鵬,41.6,廣義上升三法、單跳空,65.0,B可追蹤,0.93,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3435.7
2026-08-06,2356.TW,英業達,65.7,周1K,65.0,B可追蹤,2.01,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,45447.9
2026-08-06,2357.TW,華碩,838.0,周1K,82.0,A強勢追蹤,6.9,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,5273.9
2026-08-06,2359.TW,所羅門,145.0,3K反轉、漲停、KD高腳、漲幅達標、周1K,89.0,A強勢追蹤,2.77,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,8315.1
2026-08-06,2362.TW,藍天,47.15,單跳空、周1K,77.0,A強勢追蹤,4.17,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3032.9
2026-08-06,2367.TW,燿華,42.4,廣義上升三法、單跳空,72.0,B可追蹤,2.62,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,6890.2
2026-08-06,2368.TW,金像電,985.0,單跳空,59.0,C觀察,7.39,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,12825.1
2026-08-06,2369.TW,菱生,34.25,廣義上升三法、周1K,81.0,A強勢追蹤,2.51,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,8764.6
2026-08-06,2374.TW,佳能,69.6,廣義上升三法、單跳空,63.0,C觀察,2.33,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2137.4
2026-08-06,2377.TW,微星,151.0,周1K,60.0,C觀察,4.22,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,19359.5
2026-08-06,2383.TW,台光電,5245.0,3K反轉、單跳空,73.0,B可追蹤,6.81,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2477.8
2026-08-06,2388.TW,威盛,83.0,三白兵、單跳空、島狀反轉、周1K,100.0,A強勢追蹤,8.83,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,13127.7
2026-08-06,2392.TW,正崴,37.35,單跳空、廣義上升三法,67.0,B可追蹤,3.16,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1244.3
2026-08-06,2395.TW,研華,633.0,單跳空、漲停、島狀反轉、KD高腳、漲幅達標、周1K,100.0,A強勢追蹤,8.33,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4139.2
2026-08-06,2397.TW,友通,62.1,單跳空、島狀反轉、漲幅達標、周1K,67.0,B可追蹤,3.95,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2190.5
2026-08-06,2399.TW,映泰,42.7,廣義上升三法、漲幅達標、三白兵、周1K,100.0,A強勢追蹤,7.66,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,11723.5
2026-08-06,2404.TW,漢唐,1170.0,廣義上升三法、周1K,77.0,A強勢追蹤,2.89,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1761.7
2026-08-06,2408.TW,南亞科,445.0,三白兵、雙跳空、單跳空、周1K,85.0,A強勢追蹤,8.62,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,144425.7
2026-08-06,2421.TW,建準,153.0,雙跳空、單跳空、廣義上升三法、漲幅達標、周1K,100.0,A強勢追蹤,7.57,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,9010.4
2026-08-06,2426.TW,鼎元,62.5,三白兵、單跳空、島狀反轉,67.0,B可追蹤,2.79,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,18384.3
2026-08-06,2441.TW,超豐,122.5,周1K,60.0,C觀察,4.6,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4890.1
2026-08-06,2451.TW,創見,293.0,3K反轉、廣義上升三法、KD高腳,100.0,A強勢追蹤,5.09,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,10798.6
2026-08-06,2454.TW,聯發科,4000.0,單跳空,59.0,C觀察,6.31,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,12935.1
2026-08-06,2455.TW,全新,388.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標、周1K,100.0,A強勢追蹤,14.13,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,10922.7
2026-08-06,2464.TW,盟立,170.0,三白兵、單跳空、廣義上升三法、島狀反轉、周1K,100.0,A強勢追蹤,10.32,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,16112.4
2026-08-06,2465.TW,麗臺,85.8,單跳空、漲停、島狀反轉、漲幅達標、周1K,94.0,A強勢追蹤,7.19,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3001.8
2026-08-06,2476.TW,鉅祥,124.5,單跳空、廣義上升三法、島狀反轉、周1K,100.0,A強勢追蹤,2.96,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2041.0
2026-08-06,2486.TW,一詮,218.5,三白兵、雙跳空、單跳空,57.0,C觀察,2.58,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,8316.5
2026-08-06,2489.TW,瑞軒,33.1,三白兵、單跳空、漲停、島狀反轉、漲幅達標,83.0,A強勢追蹤,3.26,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,23176.0
2026-08-06,2493.TW,揚博,220.0,漲幅達標、三白兵,56.0,C觀察,4.7,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4528.9
2026-08-06,2495.TW,普安,38.6,單跳空、廣義上升三法、周1K,62.0,C觀察,-0.66,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1192.6
2026-08-06,2527.TW,宏璟,45.95,3K反轉、漲幅達標,68.0,B可追蹤,5.63,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1311.8
2026-08-06,2535.TW,達欣工,93.0,3K反轉、布林縮窄突破、廣義上升三法、單跳空、周1K,100.0,A強勢追蹤,2.58,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1173.2
2026-08-06,2539.TW,櫻花建,43.35,3K反轉,62.0,C觀察,2.08,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1874.3
2026-08-06,2540.TW,愛山林,57.8,廣義上升三法,62.0,C觀察,1.68,MA5~10,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,5856.5
2026-08-06,2542.TW,興富發,44.1,廣義上升三法,62.0,C觀察,0.18,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,5060.2
2026-08-06,2605.TW,新興,32.0,KD高腳,61.0,C觀察,2.01,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,5060.9
2026-08-06,2606.TW,裕民,64.5,廣義上升三法,57.0,C觀察,1.83,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3456.3
2026-08-06,2637.TW,慧洋-KY,85.5,周1K,61.0,C觀察,3.34,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2207.4
2026-08-06,2855.TW,統一證,45.85,單跳空、周1K,65.0,B可追蹤,0.62,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4435.2
2026-08-06,2867.TW,三商壽,9.77,廣義上升三法,69.0,B可追蹤,3.15,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,16412.6
2026-08-06,2880.TW,華南金,43.8,廣義上升三法,74.0,B可追蹤,3.36,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,20929.9
2026-08-06,2883.TW,凱基金,31.6,3K反轉、單跳空、周1K,100.0,A強勢追蹤,2.74,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,65464.9
2026-08-06,2884.TW,玉山金,37.95,廣義上升三法,57.0,C觀察,1.93,MA5~10,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,12926.7
2026-08-06,2886.TW,兆豐金,51.2,廣義上升三法,64.0,C觀察,2.36,MA5~10,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,30109.4
2026-08-06,2891.TW,中信金,66.0,3K反轉、廣義上升三法,75.0,A強勢追蹤,0.2,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,33164.0
2026-08-06,2892.TW,第一金,35.9,廣義上升三法,74.0,B可追蹤,2.16,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,50836.3
2026-08-06,3006.TW,晶豪科,239.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標、周1K,100.0,A強勢追蹤,11.42,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,12064.0
2026-08-06,3008.TW,大立光,4575.0,三白兵、周1K,81.0,A強勢追蹤,7.36,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4740.4
2026-08-06,3016.TW,嘉晶,104.0,三白兵、單跳空、漲停、島狀反轉、漲幅達標,83.0,A強勢追蹤,6.46,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,11106.4
2026-08-06,3017.TW,奇鋐,2730.0,雙跳空、單跳空、廣義上升三法、周1K,100.0,A強勢追蹤,9.22,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,5824.0
2026-08-06,3022.TW,威強電,97.6,漲幅達標、周1K,67.0,B可追蹤,4.48,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,7195.6
2026-08-06,3023.TW,信邦,318.0,單跳空、廣義上升三法,63.0,C觀察,2.8,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1857.6
2026-08-06,3028.TW,增你強,71.7,三白兵、單跳空,60.0,C觀察,3.85,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2732.4
2026-08-06,3029.TW,零壹,107.0,3K反轉,62.0,C觀察,2.39,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1353.6
2026-08-06,3032.TW,偉訓,87.1,單跳空、漲停、島狀反轉、漲幅達標、周1K,100.0,A強勢追蹤,6.58,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2465.8
2026-08-06,3034.TW,聯詠,550.0,單跳空、周1K,82.0,A強勢追蹤,2.73,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,7764.4
2026-08-06,3036.TW,文曄,225.0,單跳空,64.0,C觀察,5.91,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,23076.1
2026-08-06,3037.TW,欣興,969.0,三白兵、雙跳空、單跳空、周1K,100.0,A強勢追蹤,13.17,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,44515.0
2026-08-06,3042.TW,晶技,177.0,廣義上升三法、周1K,81.0,A強勢追蹤,3.91,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,23363.6
2026-08-06,3048.TW,益登,58.3,三白兵、雙跳空、單跳空、周1K,100.0,A強勢追蹤,6.83,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,15202.8
2026-08-06,3081.TWO,聯亞,2375.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,100.0,A強勢追蹤,20.57,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4837.3
2026-08-06,3105.TWO,穩懋,376.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,92.0,A強勢追蹤,5.35,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2736.0
2026-08-06,3114.TWO,好德,36.9,廣義上升三法、漲停、漲幅達標、周1K,91.0,A強勢追蹤,4.62,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2315.9
2026-08-06,3135.TW,凌航,182.0,廣義上升三法、周1K,99.0,A強勢追蹤,8.16,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3533.1
2026-08-06,3141.TWO,晶宏,78.4,雙跳空、廣義上升三法、單跳空、周1K,100.0,A強勢追蹤,8.1,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2597.1
2026-08-06,3147.TWO,大綜,271.5,三白兵、漲停、漲幅達標、周1K,100.0,A強勢追蹤,10.59,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2474.0
2026-08-06,3163.TWO,波若威,722.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,96.0,A強勢追蹤,9.08,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3663.0
2026-08-06,3189.TW,景碩,828.0,三白兵、雙跳空、單跳空、漲幅達標、周1K,100.0,A強勢追蹤,15.41,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,33103.5
2026-08-06,3213.TWO,茂訊,138.5,單跳空、周1K,78.0,A強勢追蹤,4.69,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2640.1
2026-08-06,3231.TW,緯創,193.0,周1K,73.0,B可追蹤,7.47,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,206766.4
2026-08-06,3234.TWO,光環,115.0,三白兵、周1K,74.0,B可追蹤,5.28,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2059.0
2026-08-06,3260.TWO,威剛,421.0,3K反轉、廣義上升三法,83.0,A強勢追蹤,3.22,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,21616.8
2026-08-06,3293.TWO,鈊象,777.0,廣義上升三法,58.0,C觀察,1.47,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1200.0
2026-08-06,3305.TW,昇貿,114.5,廣義上升三法、單跳空,68.0,B可追蹤,4.28,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1413.4
2026-08-06,3323.TWO,加百裕,30.15,廣義上升三法、單跳空,61.0,C觀察,0.33,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1118.8
2026-08-06,3324.TWO,雙鴻,965.0,單跳空,57.0,C觀察,2.72,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2523.0
2026-08-06,3339.TWO,泰谷,39.8,三白兵、單跳空,72.0,B可追蹤,6.6,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4830.0
2026-08-06,3363.TWO,上詮,600.0,三白兵、雙跳空、單跳空,65.0,B可追蹤,5.89,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,3132.0
2026-08-06,3406.TW,玉晶光,533.0,單跳空、島狀反轉、周1K,62.0,C觀察,0.63,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2583.7
2026-08-06,3441.TWO,聯一光,85.6,巧妙點、廣義上升三法,80.0,A強勢追蹤,7.39,MA5~10,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,10252.3
2026-08-06,3443.TW,創意,4390.0,三白兵、單跳空、廣義上升三法,81.0,A強勢追蹤,7.98,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2175.5
2026-08-06,3450.TW,聯鈞,475.0,三白兵、雙跳空、單跳空、漲停、漲幅達標、周1K,93.0,A強勢追蹤,6.52,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,6262.3
2026-08-06,3484.TWO,崧騰,52.8,單跳空、周1K,72.0,B可追蹤,3.84,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1571.0
2026-08-06,3489.TWO,森寶,25.9,三白兵、雙跳空、單跳空、周1K,100.0,A強勢追蹤,8.59,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1244.0
2026-08-06,3491.TWO,昇達科,1285.0,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,92.0,A強勢追蹤,6.06,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1086.0
2026-08-06,3504.TW,揚明光,76.5,周1K,55.0,C觀察,3.13,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4060.8
2026-08-06,3543.TW,州巧,36.6,廣義上升三法、漲停、漲幅達標,98.0,A強勢追蹤,8.62,>MA5,多頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,4534.2
2026-08-06,3550.TW,聯穎,22.8,單跳空、周1K,61.0,C觀察,1.12,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2131.5
2026-08-06,3576.TW,聯合再生,18.25,漲停、KD高腳、漲幅達標、周1K,85.0,A強勢追蹤,6.04,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,20856.2
2026-08-06,3587.TWO,閎康,276.5,三白兵、雙跳空、單跳空、雙漲停、漲停、漲幅達標,92.0,A強勢追蹤,3.18,>MA5,空頭,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1152.0
2026-08-06,3591.TW,艾笛森,22.45,單跳空、漲停、漲幅達標,67.0,B可追蹤,2.09,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,1073.1
2026-08-06,3594.TWO,磐儀,56.1,單跳空、島狀反轉、KD高腳,81.0,A強勢追蹤,3.91,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,2708.0
2026-08-06,3605.TW,宏致,101.5,三白兵、雙漲停、漲停、漲幅達標、周1K,100.0,A強勢追蹤,8.84,>MA5,糾結,,,,,,,,tracking,signal_tracking_20260806.csv,,,,,,,,,,,,,,買,23451.3
